Date/Time,Reader,Place,Card number,Room name,ID of tenant
9/3/2024 9:25,86084,G5 ENTRY 2 QR,768679,via FR App.,65
9/3/2024 9:25,8D010,G1 ENTRY 2,876587,Outside,13
9/3/2024 9:25,8D009,G1 ENTRY TS,540487,Outside,230
9/3/2024 9:25,86030,G3 ENTRY TS QR,449835,Outside,13
9/3/2024 9:25,86017,G4 ENTRY 1 QR,806290,via FR App.,65
9/3/2024 9:25,86009,G4 ENTRY 1Z,806290,,65
9/3/2024 9:25,86088,G2 ENTRY TS QR,444031,Outside,13
9/3/2024 9:25,86094,G3 ENTRY 3 QR,775642,via FR App.,65
9/3/2024 9:25,86078,G3 ENTRY 3,775642,Outside,65
9/3/2024 9:25,8.00E+60,G5 ENTRY TS QR,450149,Outside,13
9/3/2024 9:25,8D010,G1 ENTRY 2,546277,Outside,230
9/3/2024 9:25,86012,G3 ENTRY 2,847274,,13
9/3/2024 9:25,8D026,G1 ENTRY 2 QR,445659,Outside,13
9/3/2024 9:25,8D009,G1 ENTRY TS,843838,,13
9/3/2024 9:25,86014,G3 ENTRY TS,871885,,13
9/3/2024 9:25,8D009,G1 ENTRY TS,551250,Outside,230
9/3/2024 9:25,86024,G2 ENTRY1 QR,828410,via FR App.,65
9/3/2024 9:25,86029,G3 ENTRY 1 QR,832582,via FR App.,13
9/3/2024 9:25,8B002,G2 ENTRY 1Z,828410,,65
9/3/2024 9:25,86013,G3 ENTRY 1,832582,,13
9/3/2024 9:25,86002,G4 ENTRY 2,555420,Outside,230
9/3/2024 9:25,8D026,G1 ENTRY 2 QR,449783,Outside,13
9/3/2024 9:25,86012,G3 ENTRY 2,832424,,229
9/3/2024 9:25,86084,G5 ENTRY 2 QR,876922,via FR App.,68
9/3/2024 9:25,8.00E+44,G5 ENTRY TS,543301,Outside,230
9/3/2024 9:25,8D010,G1 ENTRY 2,532855,Outside,230
9/3/2024 9:25,86047,G5 ENTRY 2Z,876922,Outside,68
9/3/2024 9:25,8D010,G1 ENTRY 2,779412,,13
9/3/2024 9:25,8B002,G2 ENTRY 1Z,828439,,65
9/3/2024 9:25,87071,G3 ENTRY 3Z,542459,,65
9/3/2024 9:25,8.00E+44,G5 ENTRY TS,537345,,13
9/3/2024 9:25,86067,G4 ENTRY TS1,558330,Outside,230
9/3/2024 9:25,8B002,G2 ENTRY 1Z,828439,,65
9/3/2024 9:25,86084,G5 ENTRY 2 QR,899188,via FR App.,65
9/3/2024 9:25,8D073,G1 ENTRY 1,824834,,65
9/3/2024 9:25,86013,G3 ENTRY 1,538646,Outside,230
9/3/2024 9:25,86094,G3 ENTRY 3 QR,542459,via FR App.,65
9/3/2024 9:25,86028,G3 ENTRY 2 QR,444660,Outside,13
9/3/2024 9:25,8D010,G1 ENTRY 2,756031,via FR App.,65
9/3/2024 9:25,CB044,G1 ENTRY 2Z,756031,,65
9/3/2024 9:25,86018,G4 ENTRY 2 QR,828133,via FR App.,65
9/3/2024 9:25,86017,G4 ENTRY 1 QR,450090,Outside,13
9/3/2024 9:25,86024,G2 ENTRY1 QR,828439,via FR App.,65
9/3/2024 9:25,86019,G4 ENTRY 3 QR,763356,via FR App.,65
9/3/2024 9:25,86002,G4 ENTRY 2,828133,,65
9/3/2024 9:25,8B002,G2 ENTRY 1Z,828439,,65
9/3/2024 9:25,86067,G4 ENTRY TS1,551046,Outside,230
9/3/2024 9:25,86008,G2 ENTRY1,828439,,65
9/3/2024 9:25,86003,G4 ENTRY 3,763356,,65
9/3/2024 9:25,CB076,G1 ENTRY 3Z,826981,,65
9/3/2024 9:24,86013,G3 ENTRY 1,832697,,229
9/3/2024 9:24,CB044,G1 ENTRY 2Z,820143,,65
9/3/2024 9:24,8D010,G1 ENTRY 2,820143,via FR App.,65
9/3/2024 9:24,86013,G3 ENTRY 1,802041,,13
9/3/2024 9:24,86068,G5 ENTRY 2,831779,,13
9/3/2024 9:24,86021,G5 ENTRY 3 QR,450996,Outside,13
9/3/2024 9:24,86003,G4 ENTRY 3,511001,Outside,230
9/3/2024 9:24,86078,G3 ENTRY 3,767120,,65
9/3/2024 9:24,86017,G4 ENTRY 1 QR,831806,via FR App.,31
9/3/2024 9:24,86068,G5 ENTRY 2,830506,,65
9/3/2024 9:24,8B002,G2 ENTRY 1Z,767062,,65
9/3/2024 9:24,86009,G4 ENTRY 1Z,831806,,31
9/3/2024 9:24,86024,G2 ENTRY1 QR,767062,via FR App.,65
9/3/2024 9:24,8D073,G1 ENTRY 1,809721,,65
9/3/2024 9:24,8D010,G1 ENTRY 2,802271,,65
9/3/2024 9:24,86067,G4 ENTRY TS1,554712,Outside,230
9/3/2024 9:24,86002,G4 ENTRY 2,558059,Outside,230
9/3/2024 9:24,86003,G4 ENTRY 3,557089,Outside,230
9/3/2024 9:24,86029,G3 ENTRY 1 QR,1667,via FR App.,65
9/3/2024 9:24,8D009,G1 ENTRY TS,805662,,13
9/3/2024 9:24,86012,G3 ENTRY 2,541783,Outside,230
9/3/2024 9:24,87007,G3 ENTRY 1Z,1667,,65
9/3/2024 9:24,8D009,G1 ENTRY TS,871675,,13
9/3/2024 9:24,CB076,G1 ENTRY 3Z,828192,,65
9/3/2024 9:24,8D010,G1 ENTRY 2,250145,Outside,229
9/3/2024 9:24,86001,G4 ENTRY 1,510107,Outside,230
9/3/2024 9:24,8.00E+60,G5 ENTRY TS QR,450996,Outside,13
9/3/2024 9:24,86012,G3 ENTRY 2,852318,,13
9/3/2024 9:24,86018,G4 ENTRY 2 QR,534818,via FR App.,65
9/3/2024 9:24,86008,G2 ENTRY1,555117,Outside,230
9/3/2024 9:24,8D073,G1 ENTRY 1,802472,,13
9/3/2024 9:24,86068,G5 ENTRY 2,898377,,65
9/3/2024 9:24,8.00E+44,G5 ENTRY TS,918062,,169
9/3/2024 9:24,86002,G4 ENTRY 2,534818,,65
9/3/2024 9:24,86014,G3 ENTRY TS,559027,Outside,230
9/3/2024 9:24,86028,G3 ENTRY 2 QR,778404,,65
9/3/2024 9:24,86017,G4 ENTRY 1 QR,557261,Outside,230
9/3/2024 9:24,86021,G5 ENTRY 3 QR,446295,Outside,13
9/3/2024 9:24,86067,G4 ENTRY TS1,888889,,13
9/3/2024 9:24,8D010,G1 ENTRY 2,831601,,13
9/3/2024 9:24,86018,G4 ENTRY 2 QR,841785,via FR App.,65
9/3/2024 9:24,86041,G4 ENTRY 2Z,841785,,65
9/3/2024 9:24,8D073,G1 ENTRY 1,527767,Outside,230
9/3/2024 9:24,8.00E+44,G5 ENTRY TS,553968,Outside,230
9/3/2024 9:24,86013,G3 ENTRY 1,821873,,13
9/3/2024 9:24,86068,G5 ENTRY 2,800125,,13
9/3/2024 9:24,8D010,G1 ENTRY 2,800169,,65
9/3/2024 9:24,86084,G5 ENTRY 2 QR,897157,,65
9/3/2024 9:24,86072,G2 ENTRY TS,542066,,13
9/3/2024 9:24,86012,G3 ENTRY 2,803656,,13
9/3/2024 9:24,8.00E+44,G5 ENTRY TS,557039,Outside,230
9/3/2024 9:24,8.00E+44,G5 ENTRY TS,546614,Outside,230
9/3/2024 9:24,86013,G3 ENTRY 1,548229,Outside,230
9/3/2024 9:24,86005,G5 ENTRY 3,528654,Outside,230
9/3/2024 9:24,86001,G4 ENTRY 1,524008,Outside,230
9/3/2024 9:24,8D010,G1 ENTRY 2,809751,,13
9/3/2024 9:24,8D073,G1 ENTRY 1,817525,,65
9/3/2024 9:24,86012,G3 ENTRY 2,805165,,13
9/3/2024 9:24,86067,G4 ENTRY TS1,552602,Outside,230
9/3/2024 9:24,86002,G4 ENTRY 2,544735,,65
9/3/2024 9:24,86094,G3 ENTRY 3 QR,822561,,65
9/3/2024 9:24,8D010,G1 ENTRY 2,809569,,65
9/3/2024 9:24,86067,G4 ENTRY TS1,550755,Outside,230
9/3/2024 9:24,8.00E+44,G5 ENTRY TS,555170,Outside,230
9/3/2024 9:24,86005,G5 ENTRY 3,832447,,13
9/3/2024 9:24,86017,G4 ENTRY 1 QR,805543,via FR App.,65
9/3/2024 9:24,86072,G2 ENTRY TS,557891,Outside,230
9/3/2024 9:24,8D010,G1 ENTRY 2,543902,via FR App.,230
9/3/2024 9:24,86001,G4 ENTRY 1,805543,,65
9/3/2024 9:24,CB044,G1 ENTRY 2Z,543902,Outside,230
9/3/2024 9:24,86002,G4 ENTRY 2,529644,Outside,230
9/3/2024 9:24,86003,G4 ENTRY 3,832843,,229
9/3/2024 9:24,86094,G3 ENTRY 3 QR,451011,Outside,13
9/3/2024 9:24,86067,G4 ENTRY TS1,558860,Outside,230
9/3/2024 9:23,86028,G3 ENTRY 2 QR,831860,via FR App.,31
9/3/2024 9:23,8D073,G1 ENTRY 1,846031,,65
9/3/2024 9:23,86018,G4 ENTRY 2 QR,843161,via FR App.,65
9/3/2024 9:23,86017,G4 ENTRY 1 QR,450254,Outside,13
9/3/2024 9:23,86005,G5 ENTRY 3,832447,,13
9/3/2024 9:23,86002,G4 ENTRY 2,843161,,65
9/3/2024 9:23,86068,G5 ENTRY 2,834148,,13
9/3/2024 9:23,8D026,G1 ENTRY 2 QR,851417,,13
9/3/2024 9:23,86003,G4 ENTRY 3,801312,,13
9/3/2024 9:23,86072,G2 ENTRY TS,553521,Outside,230
9/3/2024 9:23,86018,G4 ENTRY 2 QR,806650,via FR App.,65
9/3/2024 9:23,86021,G5 ENTRY 3 QR,759915,via FR App.,65
9/3/2024 9:23,8D010,G1 ENTRY 2,250159,Outside,229
9/3/2024 9:23,86012,G3 ENTRY 2,817471,,65
9/3/2024 9:23,8D073,G1 ENTRY 1,711347,,65
9/3/2024 9:23,86041,G4 ENTRY 2Z,806650,,65
9/3/2024 9:23,86079,G5 ENTRY 3Z,759915,,65
9/3/2024 9:23,8D009,G1 ENTRY TS,811866,,13
9/3/2024 9:23,86017,G4 ENTRY 1 QR,761703,via FR App.,65
9/3/2024 9:23,8D009,G1 ENTRY TS,828522,,13
9/3/2024 9:23,86068,G5 ENTRY 2,526377,Outside,230
9/3/2024 9:23,86001,G4 ENTRY 1,761703,Outside,65
9/3/2024 9:23,86003,G4 ENTRY 3,896798,,65
9/3/2024 9:23,86012,G3 ENTRY 2,501574,,13
9/3/2024 9:23,86019,G4 ENTRY 3 QR,896798,via FR App.,65
9/3/2024 9:23,8D073,G1 ENTRY 1,530846,,13
9/3/2024 9:23,86002,G4 ENTRY 2,556626,,65
9/3/2024 9:23,8D010,G1 ENTRY 2,812721,via FR App.,65
9/3/2024 9:23,86013,G3 ENTRY 1,559020,Outside,230
9/3/2024 9:23,86078,G3 ENTRY 3,812137,,65
9/3/2024 9:23,CB044,G1 ENTRY 2Z,812721,,65
9/3/2024 9:23,8D010,G1 ENTRY 2,812721,,65
9/3/2024 9:23,86021,G5 ENTRY 3 QR,889570,via FR App.,65
9/3/2024 9:23,86079,G5 ENTRY 3Z,889570,,65
9/3/2024 9:23,86017,G4 ENTRY 1 QR,450445,Outside,13
9/3/2024 9:23,86008,G2 ENTRY1,541865,Outside,230
9/3/2024 9:23,86012,G3 ENTRY 2,832426,,229
9/3/2024 9:23,86019,G4 ENTRY 3 QR,770525,via FR App.,65
9/3/2024 9:23,86068,G5 ENTRY 2,816782,Outside,169
9/3/2024 9:23,86073,G4 ENTRY 3Z,770525,,65
9/3/2024 9:23,86078,G3 ENTRY 3,897262,,65
9/3/2024 9:23,86029,G3 ENTRY 1 QR,549162,Outside,13
9/3/2024 9:23,86002,G4 ENTRY 2,556935,Outside,230
9/3/2024 9:23,86003,G4 ENTRY 3,770525,,65
9/3/2024 9:23,CB076,G1 ENTRY 3Z,893326,,65
9/3/2024 9:23,8D010,G1 ENTRY 2,558082,Outside,230
9/3/2024 9:23,86017,G4 ENTRY 1 QR,450466,Outside,13
9/3/2024 9:23,86079,G5 ENTRY 3Z,863047,,13
9/3/2024 9:23,86008,G2 ENTRY1,805918,,65
9/3/2024 9:23,86067,G4 ENTRY TS1,831525,,13
9/3/2024 9:23,86019,G4 ENTRY 3 QR,522775,via FR App.,13
9/3/2024 9:23,CB076,G1 ENTRY 3Z,810806,,65
9/3/2024 9:23,86084,G5 ENTRY 2 QR,449681,Outside,13
9/3/2024 9:23,86073,G4 ENTRY 3Z,522775,Outside,13
9/3/2024 9:23,86002,G4 ENTRY 2,545797,Outside,230
9/3/2024 9:23,8D009,G1 ENTRY TS,876364,Outside,13
9/3/2024 9:23,8D073,G1 ENTRY 1,810806,,65
9/3/2024 9:23,86078,G3 ENTRY 3,762509,,65
9/3/2024 9:23,8D026,G1 ENTRY 2 QR,450833,Outside,13
9/3/2024 9:23,8D009,G1 ENTRY TS,553048,Outside,230
9/3/2024 9:23,86024,G2 ENTRY1 QR,893450,via FR App.,65
9/3/2024 9:23,8B002,G2 ENTRY 1Z,893450,,65
9/3/2024 9:23,86017,G4 ENTRY 1 QR,861192,via FR App.,65
9/3/2024 9:23,86002,G4 ENTRY 2,529517,Outside,230
9/3/2024 9:23,8D073,G1 ENTRY 1,530271,Outside,230
9/3/2024 9:23,86009,G4 ENTRY 1Z,861192,,65
9/3/2024 9:23,86028,G3 ENTRY 2 QR,700179,via FR App.,65
9/3/2024 9:23,86003,G4 ENTRY 3,760186,,65
9/3/2024 9:23,86005,G5 ENTRY 3,461863,Outside,13
9/3/2024 9:23,87039,G3 ENTRY 2Z,700179,,65
9/3/2024 9:23,86067,G4 ENTRY TS1,538239,Outside,230
9/3/2024 9:23,86068,G5 ENTRY 2,548995,Outside,230
9/3/2024 9:23,8.00E+44,G5 ENTRY TS,819590,,13
9/3/2024 9:23,86018,G4 ENTRY 2 QR,831249,via FR App.,65
9/3/2024 9:23,86041,G4 ENTRY 2Z,831249,,65
9/3/2024 9:23,86003,G4 ENTRY 3,778354,,65
9/3/2024 9:23,CB076,G1 ENTRY 3Z,833755,,65
9/3/2024 9:23,86017,G4 ENTRY 1 QR,827997,via FR App.,65
9/3/2024 9:23,86013,G3 ENTRY 1,832491,,229
9/3/2024 9:23,86018,G4 ENTRY 2 QR,843899,via FR App.,13
9/3/2024 9:23,86041,G4 ENTRY 2Z,843899,,13
9/3/2024 9:22,8D010,G1 ENTRY 2,831877,,13
9/3/2024 9:22,86002,G4 ENTRY 2,843899,,13
9/3/2024 9:22,86017,G4 ENTRY 1 QR,893881,via FR App.,65
9/3/2024 9:22,86068,G5 ENTRY 2,800816,,13
9/3/2024 9:22,8D073,G1 ENTRY 1,826454,,65
9/3/2024 9:22,86001,G4 ENTRY 1,893881,,65
9/3/2024 9:22,86018,G4 ENTRY 2 QR,831933,via FR App.,31
9/3/2024 9:22,8.00E+44,G5 ENTRY TS,823451,,13
9/3/2024 9:22,86003,G4 ENTRY 3,807295,,13
9/3/2024 9:22,86002,G4 ENTRY 2,831933,,31
9/3/2024 9:22,86072,G2 ENTRY TS,831309,,13
9/3/2024 9:22,86084,G5 ENTRY 2 QR,809896,via FR App.,65
9/3/2024 9:22,8.00E+44,G5 ENTRY TS,541738,Outside,230
9/3/2024 9:22,CB044,G1 ENTRY 2Z,898102,,65
9/3/2024 9:22,CB076,G1 ENTRY 3Z,887459,,65
9/3/2024 9:22,8D010,G1 ENTRY 2,898102,via FR App.,65
9/3/2024 9:22,86047,G5 ENTRY 2Z,809896,,65
9/3/2024 9:22,86067,G4 ENTRY TS1,917134,Outside,13
9/3/2024 9:22,86017,G4 ENTRY 1 QR,1881,via FR App.,65
9/3/2024 9:22,86009,G4 ENTRY 1Z,1881,,65
9/3/2024 9:22,86018,G4 ENTRY 2 QR,831962,via FR App.,31
9/3/2024 9:22,8.00E+44,G5 ENTRY TS,880682,Outside,13
9/3/2024 9:22,86003,G4 ENTRY 3,802065,,13
9/3/2024 9:22,8.00E+44,G5 ENTRY TS,546586,Outside,230
9/3/2024 9:22,86002,G4 ENTRY 2,831962,,31
9/3/2024 9:22,86013,G3 ENTRY 1,832515,,229
9/3/2024 9:22,8D009,G1 ENTRY TS,830202,,13
9/3/2024 9:22,8D010,G1 ENTRY 2,806728,via FR App.,65
9/3/2024 9:22,CB044,G1 ENTRY 2Z,806728,,65
9/3/2024 9:22,CB076,G1 ENTRY 3Z,756051,,65
9/3/2024 9:22,86001,G4 ENTRY 1,500580,Outside,230
9/3/2024 9:22,86008,G2 ENTRY1,532380,,169
9/3/2024 9:22,86028,G3 ENTRY 2 QR,763917,via FR App.,65
9/3/2024 9:22,86030,G3 ENTRY TS QR,450108,Outside,13
9/3/2024 9:22,87039,G3 ENTRY 2Z,763917,,65
9/3/2024 9:22,86094,G3 ENTRY 3 QR,556967,via FR App.,65
9/3/2024 9:22,86084,G5 ENTRY 2 QR,890,via FR App.,65
9/3/2024 9:22,86030,G3 ENTRY TS QR,450108,Outside,13
9/3/2024 9:22,86047,G5 ENTRY 2Z,890,,65
9/3/2024 9:22,86002,G4 ENTRY 2,885897,,13
9/3/2024 9:22,86003,G4 ENTRY 3,549354,Outside,230
9/3/2024 9:22,87039,G3 ENTRY 2Z,816963,,13
9/3/2024 9:22,8D073,G1 ENTRY 1,859286,,13
9/3/2024 9:22,86012,G3 ENTRY 2,536140,Outside,230
9/3/2024 9:22,86002,G4 ENTRY 2,864168,Outside,13
9/3/2024 9:22,86111,G5 ENTRY TSZ,506935,Outside,13
9/3/2024 9:22,86028,G3 ENTRY 2 QR,816963,via FR App.,13
9/3/2024 9:22,86021,G5 ENTRY 3 QR,140359,via FR App.,65
9/3/2024 9:22,87039,G3 ENTRY 2Z,816963,,13
9/3/2024 9:22,86001,G4 ENTRY 1,744939,,65
9/3/2024 9:22,8D010,G1 ENTRY 2,756285,,65
9/3/2024 9:22,86067,G4 ENTRY TS1,505397,Outside,230
9/3/2024 9:22,8D073,G1 ENTRY 1,893742,,65
9/3/2024 9:22,86047,G5 ENTRY 2Z,820690,,65
9/3/2024 9:22,CB076,G1 ENTRY 3Z,893742,,65
9/3/2024 9:22,86084,G5 ENTRY 2 QR,820690,via FR App.,65
9/3/2024 9:22,86018,G4 ENTRY 2 QR,769212,via FR App.,65
9/3/2024 9:22,86017,G4 ENTRY 1 QR,893651,via FR App.,65
9/3/2024 9:22,86067,G4 ENTRY TS1,250064,,65
9/3/2024 9:22,8D010,G1 ENTRY 2,519164,,13
9/3/2024 9:22,86002,G4 ENTRY 2,769212,,65
9/3/2024 9:22,86083,G4 ENTRY TS1 QR,448501,Outside,13
9/3/2024 9:22,86079,G5 ENTRY 3Z,874851,Nahdah Entrance,13
9/3/2024 9:22,86019,G4 ENTRY 3 QR,558179,via FR App.,65
9/3/2024 9:22,8D073,G1 ENTRY 1,894438,,65
9/3/2024 9:22,86083,G4 ENTRY TS1 QR,448501,Outside,13
9/3/2024 9:22,86012,G3 ENTRY 2,835439,,13
9/3/2024 9:22,86001,G4 ENTRY 1,533454,,13
9/3/2024 9:22,86002,G4 ENTRY 2,555758,Outside,230
9/3/2024 9:22,8D010,G1 ENTRY 2,828087,,65
9/3/2024 9:22,86067,G4 ENTRY TS1,551592,Outside,230
9/3/2024 9:22,CB076,G1 ENTRY 3Z,774847,,65
9/3/2024 9:22,8.00E+44,G5 ENTRY TS,907063,Outside,13
9/3/2024 9:22,86012,G3 ENTRY 2,250461,,65
9/3/2024 9:22,86019,G4 ENTRY 3 QR,547790,via FR App.,230
9/3/2024 9:22,86073,G4 ENTRY 3Z,547790,Outside,230
9/3/2024 9:22,86017,G4 ENTRY 1 QR,449332,Outside,13
9/3/2024 9:22,8D073,G1 ENTRY 1,1787,,65
9/3/2024 9:21,CB076,G1 ENTRY 3Z,1787,,65
9/3/2024 9:21,86078,G3 ENTRY 3,530640,Outside,230
9/3/2024 9:21,86005,G5 ENTRY 3,512945,Outside,230
9/3/2024 9:21,86024,G2 ENTRY1 QR,762288,via FR App.,65
9/3/2024 9:21,86012,G3 ENTRY 2,540712,Outside,13
9/3/2024 9:21,86019,G4 ENTRY 3 QR,450956,Outside,13
9/3/2024 9:21,8B002,G2 ENTRY 1Z,762288,Outside,65
9/3/2024 9:21,8D026,G1 ENTRY 2 QR,448006,Outside,13
9/3/2024 9:21,86018,G4 ENTRY 2 QR,449171,Outside,13
9/3/2024 9:21,86021,G5 ENTRY 3 QR,846105,via FR App.,65
9/3/2024 9:21,86094,G3 ENTRY 3 QR,556892,via FR App.,65
9/3/2024 9:21,86013,G3 ENTRY 1,869853,Outside,13
9/3/2024 9:21,87071,G3 ENTRY 3Z,556892,,65
9/3/2024 9:21,86079,G5 ENTRY 3Z,846105,,65
9/3/2024 9:21,CB076,G1 ENTRY 3Z,848475,,65
9/3/2024 9:21,8D073,G1 ENTRY 1,848475,,65
9/3/2024 9:21,86009,G4 ENTRY 1Z,898869,,13
9/3/2024 9:21,86012,G3 ENTRY 2,800402,,13
9/3/2024 9:21,86084,G5 ENTRY 2 QR,800939,,65
9/3/2024 9:21,86017,G4 ENTRY 1 QR,898869,via FR App.,13
9/3/2024 9:21,86013,G3 ENTRY 1,830449,,65
9/3/2024 9:21,86012,G3 ENTRY 2,545549,Outside,230
9/3/2024 9:21,86003,G4 ENTRY 3,778233,,65
9/3/2024 9:21,86088,G2 ENTRY TS QR,449896,Outside,13
9/3/2024 9:21,86078,G3 ENTRY 3,807466,,65
9/3/2024 9:21,86013,G3 ENTRY 1,831600,,13
9/3/2024 9:21,86017,G4 ENTRY 1 QR,893993,via FR App.,65
9/3/2024 9:21,8D073,G1 ENTRY 1,893707,,65
9/3/2024 9:21,86001,G4 ENTRY 1,893993,,65
9/3/2024 9:21,86009,G4 ENTRY 1Z,893993,,65
9/3/2024 9:21,86005,G5 ENTRY 3,879235,Outside,13
9/3/2024 9:21,86018,G4 ENTRY 2 QR,804257,via FR App.,65
9/3/2024 9:21,86028,G3 ENTRY 2 QR,757555,via FR App.,65
9/3/2024 9:21,CB044,G1 ENTRY 2Z,800255,,13
9/3/2024 9:21,86041,G4 ENTRY 2Z,804257,,65
9/3/2024 9:21,86094,G3 ENTRY 3 QR,861174,via FR App.,65
9/3/2024 9:21,86019,G4 ENTRY 3 QR,809858,via FR App.,65
9/3/2024 9:21,8D073,G1 ENTRY 1,826768,,65
9/3/2024 9:21,8.00E+44,G5 ENTRY TS,536409,Outside,230
9/3/2024 9:21,87071,G3 ENTRY 3Z,861174,,65
9/3/2024 9:21,86003,G4 ENTRY 3,809858,,65
9/3/2024 9:21,86017,G4 ENTRY 1 QR,827399,via FR App.,65
9/3/2024 9:21,86012,G3 ENTRY 2,808914,,65
9/3/2024 9:21,86009,G4 ENTRY 1Z,827399,,65
9/3/2024 9:21,86030,G3 ENTRY TS QR,449310,Outside,13
9/3/2024 9:21,86094,G3 ENTRY 3 QR,893502,via FR App.,65
9/3/2024 9:21,86094,G3 ENTRY 3 QR,893502,via FR App.,65
9/3/2024 9:21,CB044,G1 ENTRY 2Z,825460,,65
9/3/2024 9:21,87071,G3 ENTRY 3Z,893502,,65
9/3/2024 9:21,8D010,G1 ENTRY 2,825460,via FR App.,65
9/3/2024 9:21,86084,G5 ENTRY 2 QR,250197,via FR App.,65
9/3/2024 9:21,86001,G4 ENTRY 1,816939,,65
9/3/2024 9:21,86013,G3 ENTRY 1,558080,Outside,230
9/3/2024 9:21,86041,G4 ENTRY 2Z,547076,Outside,230
9/3/2024 9:21,86047,G5 ENTRY 2Z,250197,,65
9/3/2024 9:21,86028,G3 ENTRY 2 QR,1837,via FR App.,65
9/3/2024 9:21,8D010,G1 ENTRY 2,821100,,13
9/3/2024 9:21,86005,G5 ENTRY 3,554870,Outside,230
9/3/2024 9:21,86078,G3 ENTRY 3,832258,,229
9/3/2024 9:21,86024,G2 ENTRY1 QR,768991,via FR App.,65
9/3/2024 9:21,86017,G4 ENTRY 1 QR,815258,via FR App.,65
9/3/2024 9:21,86008,G2 ENTRY1,768991,,65
9/3/2024 9:21,8D010,G1 ENTRY 2,819619,,65
9/3/2024 9:21,86083,G4 ENTRY TS1 QR,449269,Outside,13
9/3/2024 9:21,86001,G4 ENTRY 1,815258,,65
9/3/2024 9:21,86002,G4 ENTRY 2,803646,,13
9/3/2024 9:21,8D073,G1 ENTRY 1,557190,Outside,230
9/3/2024 9:21,86028,G3 ENTRY 2 QR,450987,Outside,13
9/3/2024 9:21,86024,G2 ENTRY1 QR,764280,via FR App.,65
9/3/2024 9:21,8B002,G2 ENTRY 1Z,764280,,65
9/3/2024 9:21,8D010,G1 ENTRY 2,820755,,65
9/3/2024 9:21,86001,G4 ENTRY 1,547758,Outside,230
9/3/2024 9:21,86018,G4 ENTRY 2 QR,449411,Outside,13
9/3/2024 9:21,86001,G4 ENTRY 1,557472,Outside,230
9/3/2024 9:21,8D089,G1 ENTRY 1 QR,447866,Outside,13
9/3/2024 9:20,86072,G2 ENTRY TS,556260,Outside,230
9/3/2024 9:20,86017,G4 ENTRY 1 QR,534292,via FR App.,230
9/3/2024 9:20,86088,G2 ENTRY TS QR,448884,Outside,13
9/3/2024 9:20,8B002,G2 ENTRY 1Z,558695,Outside,230
9/3/2024 9:20,8D010,G1 ENTRY 2,874130,Outside,65
9/3/2024 9:20,86094,G3 ENTRY 3 QR,450172,Outside,13
9/3/2024 9:20,86001,G4 ENTRY 1,534292,Outside,230
9/3/2024 9:20,86067,G4 ENTRY TS1,829930,,13
9/3/2024 9:20,86078,G3 ENTRY 3,809120,,65
9/3/2024 9:20,86017,G4 ENTRY 1 QR,772607,via FR App.,65
9/3/2024 9:20,8D026,G1 ENTRY 2 QR,449576,Outside,13
9/3/2024 9:20,86009,G4 ENTRY 1Z,772607,,65
9/3/2024 9:20,86021,G5 ENTRY 3 QR,541189,via FR App.,65
9/3/2024 9:20,86002,G4 ENTRY 2,546330,Outside,230
9/3/2024 9:20,86019,G4 ENTRY 3 QR,450759,Outside,13
9/3/2024 9:20,86024,G2 ENTRY1 QR,536618,via FR App.,65
9/3/2024 9:20,86067,G4 ENTRY TS1,826391,,13
9/3/2024 9:20,86079,G5 ENTRY 3Z,541189,,65
9/3/2024 9:20,86008,G2 ENTRY1,536618,,65
9/3/2024 9:20,86001,G4 ENTRY 1,822181,Outside,65
9/3/2024 9:20,86002,G4 ENTRY 2,551611,Outside,230
9/3/2024 9:20,86047,G5 ENTRY 2Z,807391,,13
9/3/2024 9:20,86001,G4 ENTRY 1,829343,,13
9/3/2024 9:20,86079,G5 ENTRY 3Z,894267,,65
9/3/2024 9:20,8D010,G1 ENTRY 2,556203,,65
9/3/2024 9:20,86002,G4 ENTRY 2,541926,,13
9/3/2024 9:20,86024,G2 ENTRY1 QR,800702,via FR App.,13
9/3/2024 9:20,86021,G5 ENTRY 3 QR,894267,via FR App.,65
9/3/2024 9:20,86079,G5 ENTRY 3Z,894267,,65
9/3/2024 9:20,8D010,G1 ENTRY 2,898478,,13
9/3/2024 9:20,8B002,G2 ENTRY 1Z,800702,,13
9/3/2024 9:20,86005,G5 ENTRY 3,894267,,65
9/3/2024 9:20,86018,G4 ENTRY 2 QR,835478,via FR App.,65
9/3/2024 9:20,86001,G4 ENTRY 1,711167,,13
9/3/2024 9:20,86014,G3 ENTRY TS,830567,,65
9/3/2024 9:20,86002,G4 ENTRY 2,835478,,65
9/3/2024 9:20,86012,G3 ENTRY 2,897649,,13
9/3/2024 9:20,86005,G5 ENTRY 3,550069,Outside,230
9/3/2024 9:20,8D010,G1 ENTRY 2,824641,via FR App.,65
9/3/2024 9:20,86003,G4 ENTRY 3,539600,Outside,230
9/3/2024 9:20,86094,G3 ENTRY 3 QR,448906,Outside,13
9/3/2024 9:20,86008,G2 ENTRY1,549504,Outside,230
9/3/2024 9:20,86067,G4 ENTRY TS1,550882,Outside,230
9/3/2024 9:20,86002,G4 ENTRY 2,808445,,65
9/3/2024 9:20,CB076,G1 ENTRY 3Z,996669,,65
9/3/2024 9:20,86021,G5 ENTRY 3 QR,893802,via FR App.,65
